mop_id,lat,lon,shore_normal,depth
L0525,33.85802,-118.40755,256.99,9.99
L0526,33.85886,-118.40779,256.53,10.0
L0527,33.85966,-118.40814,255.96,10.0
L0528,33.86053,-118.40823,255.51,10.0
L0529,33.8614,-118.40853,255.47,10.01
L0530,33.86223,-118.4088,255.01,10.01
L0531,33.8631,-118.4091,255.05,10.01
L0532,33.86375,-118.40934,252.56,10.01
L0533,33.86429,-118.40963,249.04,10.01
L0534,33.86508,-118.41,248.44,10.08
L0535,33.86597,-118.41042,249.04,10.0
L0536,33.86682,-118.41077,249.01,10.0
L0537,33.86766,-118.41102,248.52,10.01
L0538,33.86839,-118.41146,247.49,10.0
L0539,33.86917,-118.41191,247.03,10.01
L0540,33.87002,-118.41241,247.53,9.99
L0541,33.87084,-118.41273,247.03,10.0
L0542,33.87164,-118.41311,246.56,10.0
L0543,33.87257,-118.41364,247.98,10.02
L0544,33.87351,-118.41417,249.52,10.1
L0545,33.87443,-118.41458,250.49,10.01
L0546,33.87523,-118.41499,250.09,10.02
L0547,33.87608,-118.41535,250.06,10.01
L0548,33.8769,-118.41577,250.01,10.0
L0549,33.87774,-118.41616,249.97,10.01
L0550,33.87855,-118.41667,249.99,10.02
L0551,33.87911,-118.41699,247.0,10.01
L0552,33.87979,-118.4174,245.46,9.99
L0553,33.88062,-118.41784,245.52,10.0
L0554,33.88138,-118.41846,245.56,10.01
L0555,33.88218,-118.41895,245.52,10.0
L0556,33.88306,-118.41923,245.47,10.02
L0557,33.88384,-118.4198,245.53,10.01
L0558,33.88448,-118.42059,245.07,10.01
L0559,33.88534,-118.42091,244.99,10.0
L0560,33.8861,-118.42139,244.52,10.0
L0561,33.88686,-118.42197,244.47,10.01
L0562,33.88756,-118.42259,244.03,10.0
L0563,33.88835,-118.42325,244.51,10.01
L0564,33.88916,-118.42373,244.46,10.08
L0565,33.88999,-118.42417,244.52,10.06
L0566,33.89083,-118.42471,245.04,10.01
L0567,33.89174,-118.42559,247.06,10.0
L0568,33.89268,-118.42603,247.98,10.0
L0569,33.89345,-118.42644,247.49,10.0
L0570,33.89422,-118.42706,247.51,10.01
L0571,33.89524,-118.42725,248.48,10.0
L0572,33.8963,-118.42699,248.48,10.0
L0573,33.89718,-118.42709,248.03,10.01
L0574,33.89805,-118.42741,248.02,10.0
L0575,33.89891,-118.42773,247.92,10.0
L0576,33.89981,-118.42794,247.99,10.0
L0577,33.90065,-118.42819,247.5,10.0
L0578,33.90158,-118.42846,248.01,10.01
L0579,33.9024,-118.42879,247.51,9.99
L0580,33.90322,-118.4291,246.99,10.0
L0581,33.90408,-118.42957,247.5,10.01
L0582,33.90488,-118.43005,247.44,10.01
L0583,33.90566,-118.43066,247.5,10.01
L0584,33.90638,-118.4314,247.5,10.01
L0585,33.90706,-118.43193,246.46,10.01
L0586,33.9078,-118.43249,246.03,10.0
L0587,33.9085,-118.4331,245.52,10.0
L0588,33.90937,-118.43356,246.0,10.0
L0589,33.91035,-118.43356,245.97,10.01
L0590,33.9113,-118.43366,245.98,10.0
L0591,33.91217,-118.434,246.01,10.0
L0592,33.913,-118.4344,245.96,10.01
L0593,33.91385,-118.43477,246.0,10.0
L0594,33.91462,-118.43552,246.55,10.0
L0595,33.91521,-118.43642,245.98,10.0
L0596,33.91596,-118.43722,246.48,10.0
L0597,33.91661,-118.43784,245.5,10.0
L0598,33.91718,-118.43831,243.51,10.0
L0599,33.91801,-118.43872,243.52,10.0
L0600,33.91896,-118.43902,244.04,10.0
L0601,33.91992,-118.43913,244.05,10.0
L0602,33.92066,-118.43948,243.01,10.01
L0603,33.92139,-118.44059,244.54,10.0
L0604,33.92259,-118.4411,248.03,10.0
L0605,33.92362,-118.44177,250.47,10.0
L0606,33.92453,-118.44214,251.03,10.0
L0607,33.92546,-118.44218,250.95,10.0
L0608,33.92632,-118.44234,250.5,10.0
L0609,33.92696,-118.44287,249.04,10.0
L0610,33.9276,-118.4432,247.04,10.0
L0611,33.92831,-118.44347,245.48,10.0
L0612,33.92919,-118.44392,246.01,10.0
L0613,33.92998,-118.44429,245.51,10.0
L0614,33.93087,-118.4447,246.01,10.01
L0615,33.93174,-118.44501,245.99,10.0
L0616,33.93268,-118.44559,247.49,10.0
L0617,33.93359,-118.44642,249.47,10.01
L0618,33.93448,-118.44685,250.0,10.0
L0619,33.93491,-118.44709,246.01,10.01
L0620,33.93535,-118.44732,241.98,10.01
L0621,33.93591,-118.44756,239.01,10.0
L0622,33.936,-118.44762,231.34,10.0
L0623,33.93729,-118.44827,236.48,10.02
L0624,33.93888,-118.44921,245.5,10.0
L0625,33.93962,-118.44972,244.96,10.01
L0626,33.94046,-118.45013,244.97,9.99
L0627,33.94123,-118.45068,244.96,10.01
L0628,33.94205,-118.45101,244.45,10.0
L0629,33.94278,-118.45157,244.04,10.0
L0630,33.94357,-118.4521,244.04,10.0
L0631,33.94437,-118.45258,243.95,10.0
L0632,33.94512,-118.45321,243.99,10.0
L0633,33.94592,-118.45371,243.97,10.01
L0634,33.94674,-118.45419,244.06,10.01
L0635,33.94748,-118.45469,243.56,10.0
L0636,33.94831,-118.45508,243.49,10.01
L0637,33.94895,-118.45557,242.01,10.0
L0638,33.94962,-118.45609,241.03,10.01
L0639,33.95039,-118.45667,241.06,10.06
L0640,33.95114,-118.45715,240.53,10.01
L0641,33.952,-118.45763,241.01,10.0
L0642,33.95269,-118.45824,240.48,9.99
L0643,33.95344,-118.45898,241.03,9.99
L0644,33.9542,-118.45944,240.52,10.0
L0645,33.955,-118.45995,240.53,9.99
L0646,33.956,-118.46001,240.53,10.03
L0647,33.95591,-118.46167,237.99,10.26
L0648,33.95615,-118.46227,234.56,10.0
L0649,33.95681,-118.46301,234.5,9.99
L0650,33.95754,-118.46364,234.5,10.02
L0651,33.95836,-118.46426,235.02,10.0
L0652,33.95916,-118.46478,234.99,10.25
L0653,33.95996,-118.4653,235.03,10.01
L0654,33.96093,-118.46603,237.01,10.02
L0655,33.9626,-118.46667,244.0,10.15
L0656,33.96416,-118.46638,247.95,10.48
L0657,33.96501,-118.46711,249.02,10.0
L0658,33.96579,-118.46751,248.52,10.02
L0659,33.96655,-118.46815,248.5,10.01
L0660,33.9671,-118.4687,246.52,10.0
MO732,36.63854,-121.92963,18.15,15.02
MO733,36.63841,-121.9275,13.47,14.99
MO734,36.63733,-121.92501,34.08,14.99
MO735,36.6358,-121.92339,42.0,15.0
MO736,36.63437,-121.92159,52.44,15.03
MO737,36.63242,-121.91997,71.44,15.0
MO738,36.63055,-121.91953,77.52,15.0
MO739,36.62972,-121.9189,53.22,15.0
MO740,36.62886,-121.91809,33.22,15.0
MO741,36.62794,-121.91658,24.98,15.02
MO742,36.62706,-121.91435,50.48,15.0
MO743,36.62551,-121.91291,67.14,15.0
MO744,36.62545,-121.91284,25.88,15.0
MO745,36.62449,-121.91129,25.06,15.01
MO746,36.62346,-121.90919,35.26,15.01
MO747,36.62292,-121.90784,27.78,15.01
MO748,36.62291,-121.90743,348.05,15.0
MO749,36.62299,-121.90511,5.84,15.0
MO750,36.62143,-121.90274,49.01,15.02
MO751,36.61996,-121.90161,51.49,15.02
MO752,36.61907,-121.90035,45.52,15.0
MO753,36.61752,-121.89896,52.36,15.0
MO754,36.61628,-121.89744,56.35,15.01
MO755,36.61451,-121.89614,67.93,15.0
MO756,36.61287,-121.89543,73.45,15.02
MO757,36.6116,-121.89504,59.32,15.04
MO758,36.61028,-121.8942,51.24,14.99
MO759,36.60941,-121.8928,0.0,16.87
MO760,36.6089,-121.8907,-999.99,18.35
MO761,36.6078,-121.8893,-999.99,16.75
MO762,36.60663,-121.88837,42.93,15.0
MO763,36.60594,-121.8848,62.7,15.01
MO764,36.60594,-121.8848,47.03,15.01
MO765,36.60594,-121.8848,28.21,15.01
MO766,36.60594,-121.8848,8.88,15.01
MO767,36.60594,-121.8848,349.18,15.01
MO768,36.60575,-121.88215,352.46,15.0
MO769,36.60616,-121.88049,347.47,15.0
MO770,36.60602,-121.87848,343.54,15.0
MO771,36.60676,-121.87678,340.49,15.0
MO772,36.60722,-121.87569,330.01,14.99
MO773,36.60799,-121.87376,329.02,15.01
MO774,36.60897,-121.8719,328.97,15.0
MO775,36.61014,-121.87083,323.46,14.95
MO776,36.61086,-121.86884,322.97,15.0
MO777,36.6118,-121.86683,323.47,15.0
MO778,36.61296,-121.86536,322.02,14.99
MO779,36.61401,-121.86425,316.5,15.01
MO780,36.61538,-121.86244,318.54,15.0
MO781,36.6163,-121.86116,315.0,15.0
MO782,36.61686,-121.86051,303.48,15.01
MO783,36.61835,-121.85879,306.95,15.01
MO784,36.61996,-121.85722,310.49,15.01
MO785,36.6213,-121.85605,308.45,15.01
MO786,36.62282,-121.85474,309.04,15.0
MO787,36.62422,-121.85344,308.44,15.0
MO788,36.62553,-121.85206,306.53,15.0
MO789,36.6269,-121.85099,304.96,15.01
MO790,36.62821,-121.84953,304.51,15.0
MO791,36.62968,-121.84835,303.54,15.01
MO792,36.63108,-121.84716,302.45,15.0
MO793,36.63253,-121.84615,300.95,15.02
MO794,36.63402,-121.84521,299.03,15.0
MO795,36.63546,-121.84406,297.55,15.02
MO796,36.63705,-121.84305,297.49,15.01
MO797,36.6388,-121.84197,299.0,15.01
MO798,36.6404,-121.84088,300.0,15.0
MO799,36.64175,-121.83999,296.43,15.01
MO800,36.64319,-121.83902,294.99,15.01
MO801,36.64491,-121.83796,295.47,15.0
MO802,36.64658,-121.83691,296.45,15.01
MO803,36.64819,-121.83595,296.39,15.01
MO804,36.64975,-121.83504,295.57,15.01
MO805,36.6512,-121.83424,293.53,15.02
MO806,36.65273,-121.83338,291.48,15.0
MO807,36.65443,-121.83245,291.95,15.01
MO808,36.65627,-121.83146,295.03,15.0
MO809,36.65797,-121.8306,294.45,14.99
MO810,36.65932,-121.8299,290.95,15.01
MO811,36.66068,-121.82923,286.99,15.01
MO812,36.66256,-121.82835,289.98,14.99
MO813,36.6645,-121.82738,293.03,15.01
MO814,36.66601,-121.82675,291.01,15.01
MO815,36.6675,-121.82608,288.53,15.01
MO816,36.66927,-121.82532,289.52,15.0
MO817,36.67096,-121.82467,288.93,15.0
MO818,36.67272,-121.82399,289.54,15.02
MO819,36.67445,-121.82332,289.47,15.0
MO820,36.67583,-121.8228,285.45,15.01
MO821,36.6774,-121.82223,283.02,15.01
MO822,36.67929,-121.82158,285.55,15.0
MO823,36.68118,-121.82092,286.47,15.01
MO824,36.68295,-121.82041,287.01,15.01
MO825,36.68457,-121.81998,285.45,15.01
MO826,36.68612,-121.81957,282.56,15.01
MO827,36.68787,-121.81912,283.0,15.0
MO828,36.68955,-121.81874,281.49,15.0
MO829,36.69145,-121.81837,282.5,15.0
MO830,36.69324,-121.81799,283.02,15.03
MO831,36.69477,-121.81773,280.04,15.02
MO832,36.69653,-121.81744,280.49,15.0
MO833,36.69821,-121.81724,279.03,15.01
MO834,36.69988,-121.81718,277.51,15.0
MO835,36.70175,-121.81703,278.01,15.0
MO836,36.70351,-121.81691,277.47,15.0
MO837,36.70533,-121.8168,277.47,15.02
MO838,36.70714,-121.81655,277.51,15.0
MO839,36.70918,-121.81626,280.48,15.0
MO840,36.71109,-121.81607,281.01,15.0
MO841,36.7128,-121.81585,280.05,15.0
MO842,36.71442,-121.81582,279.0,15.01
MO843,36.71573,-121.81575,274.96,15.0
MO844,36.71736,-121.816,273.49,15.01
MO845,36.71919,-121.81634,273.52,15.01
MO846,36.72071,-121.81651,271.47,15.01
MO847,36.72245,-121.81682,271.02,15.01
MO848,36.72464,-121.81715,273.52,14.99
MO849,36.72673,-121.81783,275.0,15.01
MO850,36.72831,-121.81831,273.48,15.01
MO851,36.72968,-121.81862,271.0,15.0
MO852,36.7313,-121.81883,270.0,15.0
MO853,36.73339,-121.81937,271.52,15.0
MO854,36.7351,-121.81969,271.01,15.0
MO855,36.7367,-121.82008,270.0,15.0
MO856,36.7387,-121.82043,270.96,15.0
MO857,36.74083,-121.82079,272.48,14.98
MO858,36.74243,-121.82108,271.5,15.0
MO859,36.74445,-121.82117,272.49,15.0
MO860,36.74683,-121.82136,274.99,15.0
MO861,36.74865,-121.82143,274.99,15.0
MO862,36.75045,-121.82127,274.98,15.0
SF001,37.70836,-122.50968,256.55,10.0
SF002,37.71019,-122.51035,256.96,10.02
SF003,37.71192,-122.51091,257.52,10.01
SF004,37.71359,-122.51134,255.98,10.01
SF005,37.71545,-122.51185,257.54,10.01
SF006,37.71733,-122.51248,258.52,10.01
SF007,37.71922,-122.51298,259.52,10.01
SF008,37.72085,-122.5135,259.03,10.01
SF009,37.72285,-122.51411,261.03,9.99
SF010,37.72489,-122.51462,263.53,10.0
SF011,37.72675,-122.51488,264.05,10.01
SF012,37.72859,-122.51523,264.51,10.01
SF013,37.7306,-122.51571,266.52,10.01
SF014,37.73262,-122.5161,268.48,10.01
SF015,37.73442,-122.51637,268.53,10.01
SF016,37.73596,-122.51669,266.5,10.01
SF017,37.7375,-122.51699,264.5,9.99
SF018,37.73917,-122.51718,263.48,10.0
SF019,37.74104,-122.5175,264.04,10.03
SF020,37.74289,-122.51775,264.46,10.0
SF021,37.74493,-122.5183,266.46,10.01
SF022,37.74665,-122.51874,266.0,10.0
SF023,37.74811,-122.51886,263.49,10.0
SF024,37.74969,-122.519,262.5,10.0
SF025,37.75129,-122.51926,261.0,10.0
SF026,37.75313,-122.51988,261.48,10.0
SF027,37.75526,-122.52038,263.98,10.01
SF028,37.75677,-122.52065,261.98,10.02
SF029,37.75892,-122.52074,265.0,10.01
SF030,37.76092,-122.52083,266.5,10.01
SF031,37.76287,-122.52068,267.48,10.02
SF032,37.76519,-122.52038,271.48,10.0
SF033,37.76649,-122.52007,267.5,10.02
SF034,37.76788,-122.52,264.02,9.89
SF035,37.76984,-122.5207,265.55,10.0
SF036,37.77185,-122.52173,267.5,10.01
SF037,37.77283,-122.52173,261.52,10.0
SF038,37.77317,-122.52174,251.14,10.02
SF039,37.77317,-122.52174,238.52,10.02
SF040,37.77704,-122.52201,255.46,10.0
SF041,37.78138,-122.52119,280.06,10.02
SF042,37.78286,-122.51707,295.99,10.01
SF043,37.7839,-122.51468,305.41,10.0
SF044,37.78488,-122.51302,317.91,10.04
SF045,37.78637,-122.51152,324.64,10.04
SF046,37.78728,-122.51001,317.32,10.02
SF047,37.78833,-122.50783,324.49,8.22
SF048,37.78847,-122.50533,356.33,10.04
SF049,37.78838,-122.50307,4.84,9.99
SF050,37.78846,-122.50084,348.82,10.01
SF051,37.78868,-122.49878,1.89,10.0
SF052,37.7889,-122.49673,2.11,9.99
SF053,37.7891,-122.49512,348.1,10.0
SF054,37.78964,-122.49329,355.33,10.0
SF055,37.78989,-122.49203,335.19,9.99
SF056,37.79062,-122.49004,339.04,9.99
SF057,37.79131,-122.48815,338.54,10.0
SF058,37.79193,-122.48737,311.99,10.03
SF059,37.79301,-122.48647,299.38,10.05
SF060,37.79439,-122.48605,289.98,10.02
SF061,37.79605,-122.48534,289.11,10.0
SF062,37.7975,-122.48451,280.98,10.01
SF063,37.79924,-122.48387,287.48,10.03
SF064,37.80109,-122.483,293.49,9.99
SF065,37.80252,-122.48228,287.56,10.02
SF066,37.80409,-122.48181,284.43,10.03
SF067,37.80571,-122.48125,281.5,10.01
SF068,37.80745,-122.48115,279.49,10.04
SF069,37.80916,-122.48079,281.02,10.0
SF070,37.81147,-122.47805,344.09,9.98
SF071,37.8108,-122.4763,-999.99,21.54
SF072,37.8094,-122.4753,-999.99,12.12
SF073,37.8092,-122.4731,-999.99,15.4
SF074,37.8088,-122.4708,-999.99,15.09
SF075,37.8082,-122.46914,22.11,10.01
SF076,37.80818,-122.46632,31.49,10.03
SF077,37.80798,-122.46401,29.13,9.99
SF078,37.80784,-122.46326,7.5,10.0
SF079,37.80754,-122.462,353.42,10.0
SF080,37.80667,-122.45943,359.14,10.63
SF081,37.80584,-122.45718,3.77,10.13
SF082,37.80602,-122.45508,343.97,10.04
SF083,37.80619,-122.4528,0.0,10.0
SF084,37.80659,-122.45057,349.2,10.19
SF085,37.807,-122.44848,342.46,10.04
SF086,37.8076,-122.4464,-999.99,13.6
SF087,37.8077,-122.4441,-999.99,11.88
SF088,37.80811,-122.4419,0.0,10.4
SF089,37.8089,-122.44,-999.99,15.9
SL040,35.04565,-120.64463,278.53,15.0
SL041,35.04691,-120.64459,275.51,15.0
SL042,35.04915,-120.64422,277.99,15.0
SL043,35.0507,-120.64417,276.98,15.03
SL044,35.05204,-120.64397,274.02,15.0
SL045,35.05384,-120.64387,274.52,15.01
SL046,35.05525,-120.64355,272.47,15.0
SL047,35.0575,-120.64329,274.99,15.01
SL048,35.0596,-120.64331,276.48,15.0
SL049,35.06141,-120.64318,276.5,15.01
SL050,35.06275,-120.64302,273.99,15.0
SL051,35.06408,-120.64281,271.52,15.0
SL052,35.06606,-120.64264,272.51,15.01
SL053,35.06758,-120.64264,270.97,15.0
SL054,35.0692,-120.64249,270.0,15.0
SL055,35.07109,-120.64234,270.5,15.0
SL056,35.07253,-120.64221,268.49,15.0
SL057,35.07486,-120.6421,271.48,15.0
SL058,35.07711,-120.64198,274.01,15.0
SL059,35.07793,-120.64197,268.48,15.01
SL060,35.0793,-120.64198,266.02,15.0
SL061,35.08137,-120.64188,267.51,15.0
SL062,35.08343,-120.64181,269.0,15.0
SL063,35.0854,-120.64177,270.0,15.0
SL064,35.08678,-120.64175,267.52,15.0
SL065,35.08834,-120.64172,266.03,15.0
SL066,35.09031,-120.64174,267.03,15.01
SL067,35.09194,-120.64184,266.0,15.0
SL068,35.09399,-120.64198,267.5,15.01
SL069,35.0962,-120.64214,270.0,15.01
SL070,35.09758,-120.64222,267.49,15.0
SL071,35.09913,-120.64234,265.98,15.0
SL072,35.10069,-120.64244,264.54,15.0
SL073,35.10181,-120.64255,260.96,15.0
SL074,35.10363,-120.6428,260.97,15.0
SL075,35.10584,-120.64312,263.47,15.01
SL076,35.10804,-120.64351,265.99,15.0
SL077,35.10904,-120.64371,261.26,15.01
SL078,35.11033,-120.64394,258.01,15.01
SL079,35.11227,-120.64441,259.5,15.01
SL080,35.11406,-120.64488,259.5,15.01
SL081,35.11559,-120.64529,258.51,14.99
SL082,35.1169,-120.64565,255.51,15.0
SL083,35.11859,-120.64631,255.52,15.0
SL084,35.12037,-120.6469,255.52,14.99
SL085,35.12142,-120.64726,251.51,15.0
SL086,35.1224,-120.64775,247.01,15.01
SL087,35.1241,-120.64864,247.53,15.01
SL088,35.12564,-120.6496,246.97,15.0
SL089,35.12689,-120.65044,245.0,15.0
SL090,35.12843,-120.65161,244.52,15.01
SL091,35.12989,-120.65311,244.97,15.0
SL092,35.13123,-120.65443,244.5,15.0
SL093,35.13267,-120.65611,244.53,15.0
SL094,35.13383,-120.65782,244.01,15.0
SL095,35.13487,-120.65926,242.49,15.0
SL096,35.13571,-120.66048,240.0,15.0
SL097,35.13593,-120.6609,234.04,15.0
SL098,35.13593,-120.6609,226.43,15.0
SL099,35.13593,-120.6609,219.35,15.0
SL100,35.13593,-120.6609,212.28,15.0
SL101,35.13741,-120.66294,214.51,15.0
SL102,35.13878,-120.66467,216.19,15.0
SL103,35.13878,-120.66467,208.67,15.0
SL104,35.13878,-120.66467,201.63,15.0
SL105,35.13878,-120.66467,194.36,15.0
SL106,35.13878,-120.66467,188.35,15.0
SL107,35.13878,-120.66467,181.52,15.0
SL108,35.13878,-120.66467,174.57,15.0
SL109,35.14063,-120.66978,187.01,15.0
SL110,35.14217,-120.67359,197.69,15.0
SL111,35.14217,-120.67359,189.48,15.0
SL112,35.14305,-120.67794,200.0,15.0
SL113,35.14244,-120.6853,216.53,15.0
SL114,35.14309,-120.68862,220.02,15.0
SL115,35.14383,-120.68999,218.86,15.0
SL116,35.14383,-120.68999,212.84,15.0
SL117,35.14383,-120.68999,206.97,15.0
SL118,35.145,-120.69234,210.51,14.55
SL119,35.14699,-120.69351,211.88,15.0
SL120,35.15008,-120.69682,221.51,15.0
SL121,35.15203,-120.70238,232.99,15.0
SL122,35.15245,-120.70344,229.51,15.0
SL123,35.15274,-120.7038,224.6,15.0
SL124,35.15448,-120.70584,227.02,15.02
SL125,35.15622,-120.70728,228.03,15.0
SL126,35.15692,-120.70753,223.5,15.0
SL127,35.15809,-120.70916,223.49,15.0
SL128,35.15857,-120.71018,220.33,15.01
SL129,35.15857,-120.71018,213.78,15.01
SL130,35.15857,-120.71018,207.23,15.01
SL131,35.15931,-120.71135,205.0,15.0
SL132,35.15986,-120.71244,202.15,15.0
SL133,35.15986,-120.71244,195.32,15.0
SL134,35.15986,-120.71244,188.47,15.0
SL135,35.15986,-120.71244,182.24,15.0
SL136,35.15986,-120.71244,176.33,15.0
SL137,35.15986,-120.71244,170.0,15.0
SL138,35.15986,-120.71244,167.39,15.0
SL139,35.16179,-120.71786,180.98,15.0
SL140,35.1625,-120.72198,188.85,15.03
SL141,35.1625,-120.72198,181.39,15.03
SL142,35.1625,-120.72198,174.0,15.03
SL143,35.16416,-120.72901,195.51,15.0
SL144,35.16448,-120.73693,216.75,15.0
SL145,35.16448,-120.73693,209.31,15.0
SL146,35.16448,-120.73693,202.29,15.0
SL147,35.16448,-120.73693,195.11,15.0
SL148,35.16448,-120.73693,187.74,15.0
SL149,35.16448,-120.73693,180.75,15.0
SL150,35.16448,-120.73693,173.69,15.0
SL151,35.16415,-120.73788,169.49,15.01
SL152,35.16397,-120.7386,165.51,15.0
SL153,35.16397,-120.7386,159.21,15.0
SL154,35.16397,-120.7386,152.85,15.0
SL155,35.16397,-120.7386,146.78,15.0
SL156,35.16397,-120.7386,140.8,15.0
SL157,35.16397,-120.7386,134.65,15.0
SL158,35.16397,-120.7386,129.1,15.0
SL159,35.16397,-120.7386,123.28,15.0
SL160,35.16397,-120.7386,117.23,15.0
SL161,35.16397,-120.7386,111.95,15.0
SL162,35.16397,-120.7386,105.35,15.0
SL163,35.16397,-120.7386,98.9,15.0
SL164,35.16397,-120.7386,92.49,15.0
SL165,35.16219,-120.74368,93.47,15.0
SL166,35.15755,-120.74766,116.03,15.0
SL167,35.15095,-120.7523,155.5,15.01
SL168,35.15334,-120.75988,182.0,15.01
SL169,35.15449,-120.76386,197.93,15.0
SL170,35.15447,-120.76716,204.02,15.01
SL171,35.15459,-120.76939,202.99,15.0
SL172,35.15588,-120.77203,209.05,15.0
SL173,35.15741,-120.77435,213.5,15.01
SL174,35.15877,-120.77658,217.48,15.0
SL175,35.15983,-120.77904,221.02,15.0
SL176,35.16012,-120.7796,212.69,15.0
SL177,35.16023,-120.77975,201.47,15.0
SL178,35.16275,-120.78297,215.96,15.0
SL179,35.16578,-120.78706,240.01,15.01
SL180,35.16683,-120.78891,241.68,15.0
SL181,35.16735,-120.7895,234.01,15.01
SL182,35.16909,-120.791,238.49,15.01
SL183,35.17025,-120.79231,238.01,15.01
SL184,35.17025,-120.79231,226.9,15.01
SL185,35.17025,-120.79231,215.43,15.01
SL186,35.17025,-120.79231,204.39,15.01
SL187,35.17025,-120.79231,193.05,15.01
SL188,35.17025,-120.79231,181.64,15.01
SL189,35.17313,-120.7974,206.52,15.0
SL190,35.17537,-120.80166,228.58,15.0
SL191,35.17537,-120.80166,216.0,15.0
SL192,35.17537,-120.80166,202.2,15.0
SL193,35.17573,-120.80408,203.96,15.01
SL194,35.17541,-120.80763,209.5,15.01
SL195,35.17534,-120.80803,200.44,15.0
